match_id,versus,bowling_team,bowler,overs,maidens,runs_given,wickets,economy,zeros,fours_given,sixes_given,wides,noballs
52,Afghanistan vs Bangladesh,Bangladesh,Shakib Al Hasan,4,0,19,0,4.75,11,0,1,0,0
52,Afghanistan vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,17,1,4.25,14,2,0,0,0
52,Afghanistan vs Bangladesh,Bangladesh,Rishad Hossain,4,0,26,3,6.50,13,3,0,1,0
52,Afghanistan vs Bangladesh,Afghanistan,Naveen-ul-Haq,3.5,0,26,4,6.78,12,3,1,0,0
52,Afghanistan vs Bangladesh,Afghanistan,Fazalhaq Farooqi,2,0,15,1,7.50,3,1,0,2,0
52,Afghanistan vs Bangladesh,Afghanistan,Mohammad Nabi,2,0,15,0,7.50,5,2,0,0,0
52,Afghanistan vs Bangladesh,Afghanistan,Rashid Khan,4,0,23,4,5.75,9,2,0,1,0
52,Afghanistan vs Bangladesh,Afghanistan,Noor Ahmad,4,0,13,0,3.25,18,2,0,0,0
52,Afghanistan vs Bangladesh,Afghanistan,Gulbadin Naib,2,0,5,1,2.50,7,0,0,0,0
53,Afghanistan vs South Africa,South Africa,Marco Jansen,3,0,16,3,5.33,13,2,0,4,0
53,Afghanistan vs South Africa,South Africa,Keshav Maharaj,1,0,6,0,6.00,3,1,0,0,0
53,Afghanistan vs South Africa,South Africa,Kagiso Rabada,3,1,14,2,4.66,13,3,0,0,0
53,Afghanistan vs South Africa,South Africa,Anrich Nortje,3,0,7,2,2.33,14,0,0,1,0
53,Afghanistan vs South Africa,South Africa,Tabraiz Shamsi,1.5,0,6,3,3.27,9,1,0,1,0
53,Afghanistan vs South Africa,Afghanistan,Naveen-ul-Haq,3,0,15,0,5.00,12,2,0,1,0
53,Afghanistan vs South Africa,Afghanistan,Fazalhaq Farooqi,2,0,11,1,5.50,9,2,0,1,0
53,Afghanistan vs South Africa,Afghanistan,Rashid Khan,1,0,8,0,8.00,2,1,0,0,0
53,Afghanistan vs South Africa,Afghanistan,Azmatullah Omarzai,1.5,0,18,0,9.81,6,2,1,0,1
53,Afghanistan vs South Africa,Afghanistan,Gulbadin Naib,1,0,8,0,8.00,2,1,0,0,0
54,India vs England,England,Reece Topley,3,0,25,1,8.33,8,3,1,0,0
54,India vs England,England,Jofra Archer,4,0,33,1,8.25,7,4,0,0,0
54,India vs England,England,Sam Curran,2,0,25,1,12.50,3,2,2,0,0
54,India vs England,England,Adil Rashid,4,0,25,1,6.25,9,3,0,0,0
54,India vs England,England,Chris Jordan,3,0,37,3,12.33,4,0,4,0,0
54,India vs England,England,Liam Livingstone,4,0,24,0,6.00,9,1,1,1,0
54,India vs England,India,Arshdeep Singh,2,0,17,0,8.50,5,3,0,0,0
54,India vs England,India,Jasprit Bumrah,2.4,0,12,2,4.50,8,1,0,0,0
54,India vs England,India,Axar Patel,4,0,23,3,5.75,10,0,1,0,0
54,India vs England,India,Kuldeep Yadav,4,0,19,3,4.75,12,2,0,0,0
54,India vs England,India,Ravindra Jadeja,3,0,16,0,5.33,6,1,0,0,0
54,India vs England,India,Hardik Pandya,1,0,14,0,14.00,1,1,1,0,0
55,India vs South Africa,South Africa,Marco Jansen,4,0,49,1,12.25,4,5,2,1,1
55,India vs South Africa,South Africa,Keshav Maharaj,3,0,23,2,7.66,10,3,1,0,0
55,India vs South Africa,South Africa,Kagiso Rabada,4,0,36,1,9.00,8,2,2,2,0
55,India vs South Africa,South Africa,Aiden Markram,2,0,16,0,8.00,1,0,1,0,0
55,India vs South Africa,South Africa,Anrich Nortje,4,0,26,2,6.50,7,2,0,2,0
55,India vs South Africa,South Africa,Tabraiz Shamsi,3,0,26,0,8.66,4,1,1,1,0
55,India vs South Africa,India,Arshdeep Singh,4,0,20,2,5.00,12,2,0,0,0
55,India vs South Africa,India,Jasprit Bumrah,4,0,18,2,4.50,14,2,0,0,0
55,India vs South Africa,India,Axar Patel,4,0,49,1,12.25,8,5,3,2,0
55,India vs South Africa,India,Kuldeep Yadav,4,0,45,0,11.25,6,3,3,0,0
55,India vs South Africa,India,Hardik Pandya,3,0,20,3,6.66,9,1,1,1,1
55,India vs South Africa,India,Ravindra Jadeja,1,0,12,0,12.00,0,0,1,0,0
